7,0.093023,0,0,0,0.66279,0.24419
8,0.09,0.118,0,0.108,0.23,0.454
8,0.031646,0,0,0.34177,0.10127,0.52532
8,0,0.12596,0,0.53728,0.16195,0.17481
8,0.11443,0.1194,0.10282,0.079602,0.38806,0.19569
8,0.23232,0.057239,0.053872,0.18855,0.20539,0.26263
8,0.1302,0.41591,0.095841,0.13201,0.17541,0.050633
9,0.09,0.108,0.23,0.118,0,0.454
9,0.11443,0.079602,0.38806,0.1194,0.10282,0.19569
9,0.23232,0.18855,0.20539,0.057239,0.053872,0.26263
9,0.031646,0.34177,0.10127,0,0,0.52532
9,0,0.53728,0.16195,0.12596,0,0.17481
9,0.12839,0.13201,0.17541,0.41591,0.097649,0.050633
10,0.050633,0.097649,0.17541,0.41591,0.12839,0.13201
10,0.17481,0,0.16195,0.12596,0,0.53728
10,0.26263,0.053872,0.20539,0.057239,0.23232,0.18855
10,0.52532,0,0.10127,0,0.031646,0.34177
10,0.454,0,0.23,0.118,0.09,0.108
10,0.19569,0.10282,0.38806,0.1194,0.11443,0.079602
11,0.01227,0.34356,0,0.1411,0.25767,0.2454
11,0.41221,0.12023,0.05916,0.10496,0.21374,0.089695
11,0,0.70957,0,0,0.20792,0.082508
11,0.073702,0.15075,0.001675,0.098827,0.52931,0.14573
11,0.18667,0.21867,0.072,0.088,0.26133,0.17333
11,0.44052,0.087361,0.046468,0.11152,0.15428,0.15985
12,0.26133,0.21867,0.17333,0.088,0.072,0.18667
12,0.21374,0.12023,0.089695,0.10496,0.05916,0.41221
12,0.15428,0.087361,0.15985,0.11152,0.046468,0.44052
12,0.52931,0.15075,0.14573,0.098827,0.001675,0.073702
12,0.20792,0.70957,0.082508,0,0,0
12,0.25767,0.34356,0.2454,0.1411,0,0.01227
13,0,0.14286,0,0.28571,0,0.57143
13,0.15789,0,0.38722,0.15038,0.28947,0.015038
13,0,0.16667,0,0.62879,0,0.20455
13,0.011643,0.12807,0.034929,0.31565,0.11255,0.39715
13,0.0023981,0.041966,0.001199,0.41847,0.29376,0.24221
13,0.058212,0.006237,0.11227,0.17464,0.15593,0.49272
14,0,0.38722,0.015038,0.15414,0.15789,0.28571
14,0.16667,0,0.20455,0.62879,0,0
14,0.006237,0.11227,0.49272,0.17464,0.058212,0.15593
14,0.12807,0.034929,0.39715,0.31565,0.011643,0.11255
14,0.14286,0,0.57143,0.28571,0,0
14,0.041966,0.001199,0.24221,0.41847,0.0023981,0.29376
15,0,0,0,0.51073,0.042918,0.44635
15,0,0.82976,0.041667,0,0.12857,0
15,0,0.11515,0,0.076768,0.68283,0.12525
15,0.95506,0,0.044944,0,0,0
15,0.044304,0.098101,0.85759,0,0,0
15,0.88152,0,0.11848,0,0,0
16,0.40455,0.013636,0,0.55,0,0.031818
16,0.34181,0,0,0.0028249,0.65537,0
16,0,0,0,0.33333,0,0.66667
16,0.29152,0,0.011614,0.46341,0.025552,0.2079
16,0,0.64706,0,0.029412,0,0.32353
16,0.37252,0,0.018564,0.26485,0.18317,0.16089
17,0,0,0,0.0028249,0.65537,0.34181
17,0,0,0.66667,0.33333,0,0
17,0,0.018564,0.16089,0.26485,0.18317,0.37252
17,0,0.011614,0.2079,0.46341,0.025552,0.29152
17,0.64706,0,0.32353,0.029412,0,0
17,0.013636,0,0.031818,0.55,0,0.40455
18,0,0.55882,0,0.16742,0.25339,0.020362
18,0.69858,0,0.20213,0,0,0.099291
18,0,0.48684,0.052632,0.46053,0,0
18,0.041002,0,0.85194,0.10706,0,0
18,0.048754,0,0,0.0054171,0.084507,0.86132
18,0,0.13314,0,0.011834,0.59467,0.26036
19,0.084507,0.0054171,0.86132,0.048754,0,0
19,0,0.10682,0,0.040909,0,0.85227
19,0.59467,0.011834,0.26036,0,0.13314,0
19,0.25339,0.16742,0.020362,0,0.55882,0
19,0,0,0.099644,0.70107,0,0.19929
19,0,0.46053,0,0,0.48684,0.052632
20,0.18896,0,0.25753,0.18395,0.26589,0.10368
20,0.12987,0,0,0.41558,0.45455,0
20,0.13354,0.0031056,0.36957,0.15528,0.3323,0.0062112
20,0.18983,0.12373,0.30847,0.10508,0.17288,0.1
20,0.054545,0.4,0.12182,0.17273,0.18,0.070909
20,0.07438,0,0,0.65014,0.27548,0
21,0,0.41558,0,0.12987,0.45455,0
21,0.12373,0.10508,0.30847,0.18983,0.17288,0.1
21,0.0031056,0.15528,0.36957,0.13354,0.3323,0.0062112
21,0,0.18395,0.25753,0.18896,0.26589,0.10368
21,0.4,0.17273,0.12182,0.054545,0.18,0.070909
21,0,0.65014,0,0.07438,0.27548,0
22,0,0.45455,0,0.41558,0,0.12987
22,0.4,0.18,0.070909,0.17273,0.12182,0.054545
22,0,0.27548,0,0.65014,0,0.07438
22,0.12373,0.17288,0.1,0.10508,0.30847,0.18983
22,0.0031056,0.3323,0.0062112,0.15528,0.36957,0.13354
22,0,0.26589,0.10368,0.18395,0.25753,0.18896
23,0,0.15916,0.21321,0.063063,0.3033,0.26126
23,0.047847,0.20574,0.093301,0.16507,0.22727,0.26077
23,0.055556,0.071111,0.11111,0,0.40889,0.35333
23,0.098214,0.29464,0.017857,0,0.29464,0.29464
23,0.090909,0.092764,0.24119,0.085343,0.16141,0.32839
23,0.23302,0.26389,0.16667,0.092593,0.15741,0.08642
24,0,0.21321,0.26126,0.063063,0.3033,0.15916
24,0.055556,0.11111,0.35333,0,0.40889,0.071111
24,0.23302,0.16667,0.08642,0.092593,0.15741,0.26389
24,0.098214,0.017857,0.29464,0,0.29464,0.29464
24,0.090909,0.24119,0.32839,0.085343,0.16141,0.092764
24,0.047847,0.093301,0.26077,0.16507,0.22727,0.20574
25,0,0.29167,0.23611,0.47222,0,0
25,0.23913,0.024845,0.0031056,0.28571,0.24845,0.19876
25,0.49462,0.014337,0,0.039427,0.34767,0.10394
25,0.032759,0.37931,0.010345,0.31724,0.1069,0.15345
25,0,0.23146,0.034358,0.35262,0.0036166,0.37794
25,0,0.26801,0.04755,0.317,0.10231,0.26513
26,0.0036166,0,0.37794,0.034358,0.23146,0.35262
26,0,0,0,0.23611,0.29167,0.47222
26,0.10231,0,0.26513,0.04755,0.26801,0.317
26,0.34767,0.49462,0.10394,0,0.014337,0.039427
26,0.24845,0.23913,0.19876,0.0031056,0.024845,0.28571
26,0.1069,0.032759,0.15345,0.010345,0.37931,0.31724
